,place name,category,city,link
230,Terracotta Wine Bistro,Restaurant,Fes,https://www.tripadvisor.com/Restaurant_Review-g60958-d4604252-Reviews-Terracotta_Wine_Bistro-Santa_Fe_New_Mexico.html
231,Luminaria Restaurant,Restaurant,Fes,https://www.tripadvisor.com/Restaurant_Review-g60958-d1118828-Reviews-Luminaria_Restaurant-Santa_Fe_New_Mexico.html
232,La Choza,Restaurant,Fes,https://www.tripadvisor.com/Restaurant_Review-g60958-d477186-Reviews-La_Choza-Santa_Fe_New_Mexico.html
233,The Shed,Restaurant,Fes,https://www.tripadvisor.com/Restaurant_Review-g60958-d1439851-Reviews-The_Shed-Santa_Fe_New_Mexico.html
234,Santa Fe Plaza,Restaurant,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d107439-Reviews-Santa_Fe_Plaza-Santa_Fe_New_Mexico.html
235,Inn on the Alameda,Restaurant,Fes,https://www.tripadvisor.com/Hotel_Review-g60958-d112395-Reviews-Inn_on_the_Alameda-Santa_Fe_New_Mexico.html?
236,Dar Roumana,Restaurant,Fes,https://www.tripadvisor.com/Restaurant_Review-g293733-d1220400-Reviews-Dar_Roumana-Fez_Fez_Meknes.html
237,Santa Fe Cafe,Restaurant,Fes,https://www.tripadvisor.com/Restaurant_Review-g54273-d4243727-Reviews-Santa_Fe_Cafe-Hilton_Head_South_Carolina.html
238,Casa Chimayo Restaurante,Restaurant,Fes,https://www.tripadvisor.com/Restaurant_Review-g60958-d2432100-Reviews-Casa_Chimayo_Restaurante-Santa_Fe_New_Mexico.html
239,Rosewood Inn of the Anasazi,Restaurant,Fes,https://www.tripadvisor.com/Hotel_Review-g60958-d115674-Reviews-Rosewood_Inn_of_the_Anasazi-Santa_Fe_New_Mexico.html?
240,Georgia O'Keeffe Museum,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d787426-Reviews-Georgia_O_Keeffe_Museum-Santa_Fe_New_Mexico.html
241,Palace of the Governors,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d4868364-Reviews-Palace_of_the_Governors-Santa_Fe_New_Mexico.html
242,Santa Fe Bandstand,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d4548198-Reviews-Santa_Fe_Bandstand-Santa_Fe_New_Mexico.html
243,Santa Fe Plaza,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d107439-Reviews-Santa_Fe_Plaza-Santa_Fe_New_Mexico.html
244,Fes el-Bali,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d538262-Reviews-Fes_el_Bali-Fez_Fez_Meknes.html
245,Exclusive Fez Medina Walking Tour with Private Guide,Tourist+Attraction,Fes,https://www.tripadvisor.com/AttractionProductReview-g293733-d27418658-Exclusive_Fez_Medina_Walking_Tour_with_Private_Guide-Fez_Fez_Meknes.html
246,Loretto Line,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d143976-Reviews-Loretto_Line-Santa_Fe_New_Mexico.html
247,Fes el-Jdid,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d502017-Reviews-Fes_el_Jdid-Fez_Fez_Meknes.html
248,Fes Desert Trips,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d7113585-Reviews-Fes_Desert_Trips-Fez_Fez_Meknes.html
249,Fez City Tours,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d7644403-Reviews-Fez_City_Tours-Fez_Fez_Meknes.html
250,Small-Group E-Bike Adventure Tour through Hidden Santa Fe,Tourist+Attraction,Fes,https://www.tripadvisor.com/AttractionProductReview-g60958-d23061816-Small_Group_E_Bike_Adventure_Tour_through_Hidden_Santa_Fe-Santa_Fe_New_Mexico.html
251,Santa Fe Ultimate History Walking Tour,Tourist+Attraction,Fes,https://www.tripadvisor.com/AttractionProductReview-g60958-d23501864-Santa_Fe_Ultimate_History_Walking_Tour-Santa_Fe_New_Mexico.html
252,Fez Guided Tour,Tourist+Attraction,Fes,https://www.tripadvisor.com/AttractionProductReview-g293733-d23805039-Fez_Guided_Tour-Fez_Fez_Meknes.html
253,Santa Fe Architectural Walking Tour,Tourist+Attraction,Fes,https://www.tripadvisor.com/AttractionProductReview-g60958-d12484149-Santa_Fe_Architectural_Walking_Tour-Santa_Fe_New_Mexico.html
254,Badrane Tours,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d3216559-Reviews-Badrane_Tours-Fez_Fez_Meknes.html
255,Fes Morocco Day Tours,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d6485242-Reviews-Fes_Morocco_Day_Tours-Fez_Fez_Meknes.html
256,Old Fort Marcy Park,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d143975-Reviews-Old_Fort_Marcy_Park-Santa_Fe_New_Mexico.html
257,Private Guided Walking Tour in Fez Medina,Tourist+Attraction,Fes,https://www.tripadvisor.com/AttractionProductReview-g293733-d26693677-Private_Guided_Walking_Tour_in_Fez_Medina-Fez_Fez_Meknes.html
258,Royal Palace of Fez,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d481040-Reviews-Royal_Palace_of_Fez-Fez_Fez_Meknes.html
259,Private Half-Day Tour of the Authentic City of Fez,Tourist+Attraction,Fes,https://www.tripadvisor.com/AttractionProductReview-g293733-d23759951-Private_Half_Day_Tour_of_the_Authentic_City_of_Fez-Fez_Fez_Meknes.html
260,Cross of the Martyrs,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d123656-Reviews-Cross_of_the_Martyrs-Santa_Fe_New_Mexico.html
261,Half-Day Private Guided Walking Tour Of Fez Medina,Tourist+Attraction,Fes,https://www.tripadvisor.com/AttractionProductReview-g293733-d26697492-Half_Day_Private_Guided_Walking_Tour_Of_Fez_Medina-Fez_Fez_Meknes.html
262,The Cathedral Basilica of St. Francis of Assisi,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d123657-Reviews-The_Cathedral_Basilica_of_St_Francis_of_Assisi-Santa_Fe_New_Mexico.html
263,Medina of Fez,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d318051-Reviews-Medina_of_Fez-Fez_Fez_Meknes.html
264,Routes Bicycle Tours of Santa Fe,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d10291836-Reviews-Routes_Bicycle_Tours_of_Santa_Fe-Santa_Fe_New_Mexico.html
265,Legends Of Fez With Professionnel Guide,Tourist+Attraction,Fes,https://www.tripadvisor.com/AttractionProductReview-g293733-d24094609-Legends_Of_Fez_With_Professionnel_Guide-Fez_Fez_Meknes.html
266,Fez Souks Tours,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d10834908-Reviews-Fez_Souks_Tours-Fez_Fez_Meknes.html
267,The Low Road From Taos and Santa Fe,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g47025-d3443674-Reviews-The_Low_Road_From_Taos_and_Santa_Fe-Espanola_New_Mexico.html
268,Santa Fe Railyard,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g60958-d7321142-Reviews-Santa_Fe_Railyard-Santa_Fe_New_Mexico.html
269,Bab Boujloud,Tourist+Attraction,Fes,https://www.tripadvisor.com/Attraction_Review-g293733-d2013166-Reviews-Bab_Boujloud-Fez_Fez_Meknes.html
270,Hilton Garden Inn Tanger City Center,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d8672446-Reviews-Hilton_Garden_Inn_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima.html?
271,Hilton Tangier City Center,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d12349332-Reviews-Hilton_Tangier_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima.html?
272,Pestana Tanger City Center,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d23661836-Reviews-Pestana_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima.html?
273,Movenpick Hotel & Casino Malabata Tanger,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d301892-Reviews-Movenpick_Hotel_Casino_Malabata_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html?
274,Barceló Tanger,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d305607-Reviews-Barcelo_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html?
275,Hotel Royal Tulip City Center Tanger,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d7378753-Reviews-Hotel_Royal_Tulip_City_Center_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html?
276,La Tangerina,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d589647-Reviews-La_Tangerina-Tangier_Tanger_Tetouan_Al_Hoceima.html?
277,Hotel Farah Tanger,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d5570332-Reviews-Hotel_Farah_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html?
278,ibis Tanger City Center,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d2026212-Reviews-Ibis_Tanger_City_Center-Tangier_Tanger_Tetouan_Al_Hoceima.html?
279,Mimi Calpe,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d7257037-Reviews-Mimi_Calpe-Tangier_Tanger_Tetouan_Al_Hoceima.html?
280,Fairmont Tazi Palace Tangier,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d25109105-Reviews-Fairmont_Tazi_Palace_Tangier-Tangier_Tanger_Tetouan_Al_Hoceima.html?
281,Hotel Nord-Pinus Tanger,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d1228798-Reviews-Hotel_Nord_Pinus_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html?
282,Rembrandt Hotel,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d455667-Reviews-Rembrandt_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima.html?
283,La Maison Blanche,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d5962594-Reviews-La_Maison_Blanche-Tangier_Tanger_Tetouan_Al_Hoceima.html?
284,Hilton Tangier Al Houara Resort & Spa,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d15132641-Reviews-Hilton_Tangier_Al_Houara_Resort_Spa-Tangier_Tanger_Tetouan_Al_Hoceima.html?
285,Occidental Tanger,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d24086985-Reviews-Occidental_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html?
286,El Minzah Hotel,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d305605-Reviews-El_Minzah_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima.html?
287,Fredj Boutique Hotel & Spa,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d12694068-Reviews-Fredj_Boutique_Hotel_Spa-Tangier_Tanger_Tetouan_Al_Hoceima.html?
288,Palais Zahia,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d13154884-Reviews-Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima.html?
289,Andalucia Hotel Golf & Spa Tangier,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d1741598-Reviews-Andalucia_Hotel_Golf_Spa_Tangier-Tangier_Tanger_Tetouan_Al_Hoceima.html?
290,Dar Chams Tanja,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d1979128-Reviews-Dar_Chams_Tanja-Tangier_Tanger_Tetouan_Al_Hoceima.html?
291,Hotel Continental,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d317375-Reviews-Hotel_Continental-Tangier_Tanger_Tetouan_Al_Hoceima.html?
292,Ibis Tanger Free Zone hotel,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d299683-Reviews-Ibis_Tanger_Free_Zone_hotel-Tangier_Tanger_Tetouan_Al_Hoceima.html?
293,Dar El Kasbah,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d2086657-Reviews-Dar_El_Kasbah-Tangier_Tanger_Tetouan_Al_Hoceima.html?
294,Tanger Outlets Tilton,Hotel,Tanger,https://www.tripadvisor.com/Attraction_Review-g46247-d1067442-Reviews-Tanger_Outlets_Tilton-Tilton_New_Hampshire.html
295,Mnar Castle,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d6453055-Reviews-Mnar_Castle-Tangier_Tanger_Tetouan_Al_Hoceima.html?
296,Dar Sultan,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d638214-Reviews-Dar_Sultan-Tangier_Tanger_Tetouan_Al_Hoceima.html?
297,La Maison de Tanger,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d2510811-Reviews-La_Maison_de_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html?
298,Chellah Hotel Tangier,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d598285-Reviews-Chellah_Hotel_Tangier-Tangier_Tanger_Tetouan_Al_Hoceima.html?
299,Dar Tanger Medina,Hotel,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d10029941-Reviews-Dar_Tanger_Medina-Tangier_Tanger_Tetouan_Al_Hoceima.html?
300,Restaurant Kebdani,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d5274435-Reviews-Restaurant_Kebdani-Tangier_Tanger_Tetouan_Al_Hoceima.html
301,Tanger Outlets Hilton Head,Restaurant,Tanger,https://www.tripadvisor.com/Attraction_Review-g54146-d1068440-Reviews-Tanger_Outlets_Hilton_Head-Bluffton_South_Carolina.html
302,"Restaurant Anna & Paolo, Tanger",Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d1140127-Reviews-Restaurant_Anna_Paolo_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html
303,Tanger Outlets Charleston,Restaurant,Tanger,https://www.tripadvisor.com/Attraction_Review-g54370-d646305-Reviews-Tanger_Outlets_Charleston-North_Charleston_South_Carolina.html
304,Abou Tayssir - Syrian Restaurant,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d14785221-Reviews-Abou_Tayssir_Syrian_Restaurant-Tangier_Tanger_Tetouan_Al_Hoceima.html
305,Tanger Outlets Savannah,Restaurant,Tanger,https://www.tripadvisor.com/Attraction_Review-g35194-d7985410-Reviews-Tanger_Outlets_Savannah-Pooler_Georgia.html
306,Restaurant Ahlen,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d15023515-Reviews-Restaurant_Ahlen-Tangier_Tanger_Tetouan_Al_Hoceima.html
307,Anber Tanger Moroccan Restaurant,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d28263774-Reviews-Anber_Tanger_Moroccan_Restaurant-Tangier_Tanger_Tetouan_Al_Hoceima.html
308,Tanger Outlets Southaven,Restaurant,Tanger,https://www.tripadvisor.com/Attraction_Review-g44028-d8838036-Reviews-Tanger_Outlets_Southaven-Southaven_Mississippi.html
309,El Morocco Club,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d3773838-Reviews-El_Morocco_Club-Tangier_Tanger_Tetouan_Al_Hoceima.html
310,Restaurant Palais Zahia,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d13130243-Reviews-Restaurant_Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima.html
311,Restaurant O Saveur,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d1638946-Reviews-Restaurant_O_Saveur-Tangier_Tanger_Tetouan_Al_Hoceima.html
312,Tanger Outlets Gonzales,Restaurant,Tanger,https://www.tripadvisor.com/Attraction_Review-g40184-d1067435-Reviews-Tanger_Outlets_Gonzales-Gonzales_Louisiana.html
313,Le Saveur du Poisson,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d1763129-Reviews-Le_Saveur_du_Poisson-Tangier_Tanger_Tetouan_Al_Hoceima.html
314,Tanger Outlets Tilton,Restaurant,Tanger,https://www.tripadvisor.com/Attraction_Review-g46247-d1067442-Reviews-Tanger_Outlets_Tilton-Tilton_New_Hampshire.html
315,Sarayah Food,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d12923579-Reviews-Sarayah_Food-Tangier_Tanger_Tetouan_Al_Hoceima.html
316,Riad Al Andalous,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d16843954-Reviews-Riad_Al_Andalous-Tangier_Tanger_Tetouan_Al_Hoceima.html
317,Restaurant Al Maimouni,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d14065554-Reviews-Restaurant_Al_Maimouni-Tangier_Tanger_Tetouan_Al_Hoceima.html
318,Undercurrent Restaurant,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g60845-d825608-Reviews-Undercurrent_Restaurant-Greensboro_North_Carolina.html
319,Alma Kitchen & Coffee,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d25111773-Reviews-Alma_Kitchen_Coffee-Tangier_Tanger_Tetouan_Al_Hoceima.html
320,Restaurant Vandalucia,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d24106165-Reviews-Restaurant_Vandalucia-Tangier_Tanger_Tetouan_Al_Hoceima.html
321,Restaurant Kasbah,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d1574203-Reviews-Restaurant_Kasbah-Tangier_Tanger_Tetouan_Al_Hoceima.html
322,Restaurant Al Achab Medina,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d23749634-Reviews-Restaurant_Al_Achab_Medina-Tangier_Tanger_Tetouan_Al_Hoceima.html
323,Chez Hassan BAB Kasbah,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d11717916-Reviews-Chez_Hassan_BAB_Kasbah-Tangier_Tanger_Tetouan_Al_Hoceima.html
324,Restaurant Annajma,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d3529454-Reviews-Restaurant_Annajma-Tangier_Tanger_Tetouan_Al_Hoceima.html
325,Restaurant L'Ocean,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d1896074-Reviews-Restaurant_L_Ocean-Tangier_Tanger_Tetouan_Al_Hoceima.html
326,Tanger Outlets Columbus,Restaurant,Tanger,https://www.tripadvisor.com/Attraction_Review-g51027-d10495073-Reviews-Tanger_Outlets_Columbus-Sunbury_Ohio.html
327,DarHarruch,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d24043984-Reviews-DarHarruch-Tangier_Tanger_Tetouan_Al_Hoceima.html
328,Pure Food Tanger,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d12515915-Reviews-Pure_Food_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html
329,Restaurant Basidi,Restaurant,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d26259659-Reviews-Restaurant_Basidi-Tangier_Tanger_Tetouan_Al_Hoceima.html
330,Caves of Hercules,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d600492-Reviews-Caves_of_Hercules-Tangier_Tanger_Tetouan_Al_Hoceima.html
331,Tangier American Legation Museum,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d481062-Reviews-Tangier_American_Legation_Museum-Tangier_Tanger_Tetouan_Al_Hoceima.html
332,Tanger Outlets Lancaster,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g52970-d146046-Reviews-Tanger_Outlets_Lancaster-Lancaster_Lancaster_County_Pennsylvania.html
333,Tanger Outlets Rehoboth Beach Surfside,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g34048-d1067425-Reviews-Tanger_Outlets_Rehoboth_Beach_Surfside-Rehoboth_Beach_Delaware.html
334,Tanger Outlets Charleston,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g54370-d646305-Reviews-Tanger_Outlets_Charleston-North_Charleston_South_Carolina.html
335,Tanger Outlets Gonzales,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g40184-d1067435-Reviews-Tanger_Outlets_Gonzales-Gonzales_Louisiana.html
336,Tanger Outlets Pittsburgh,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g53922-d2624767-Reviews-Tanger_Outlets_Pittsburgh-Washington_Pennsylvania.html
337,Tanger Outlets San Marcos,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g56618-d1068454-Reviews-Tanger_Outlets_San_Marcos-San_Marcos_Texas.html
338,FRS Maroc S.A.R.L - Excursion to Tangier 1 Day,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d1948625-Reviews-FRS_Maroc_S_A_R_L_Excursion_to_Tangier_1_Day-Tangier_Tanger_Tetouan_Al_Hoceima.html
339,Camel ride in Tanger,Tourist+Attraction,Tanger,https://www.tripadvisor.com/AttractionProductReview-g293737-d19497785-Camel_ride_in_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html
340,Restaurant Ahlen,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Restaurant_Review-g293737-d15023515-Reviews-Restaurant_Ahlen-Tangier_Tanger_Tetouan_Al_Hoceima.html
341,Private full Day Tour in Tangier including camel ride,Tourist+Attraction,Tanger,https://www.tripadvisor.com/AttractionProductReview-g293737-d23725405-Private_full_Day_Tour_in_Tangier_including_camel_ride-Tangier_Tanger_Tetouan_Al_Ho.html
342,Hotel Continental,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Hotel_Review-g293737-d317375-Reviews-Hotel_Continental-Tangier_Tanger_Tetouan_Al_Hoceima.html?
343,Samir Filali,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d6748566-Reviews-Samir_Filali-Tangier_Tanger_Tetouan_Al_Hoceima.html
344,Medina of Tangier,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d481068-Reviews-Medina_of_Tangier-Tangier_Tanger_Tetouan_Al_Hoceima.html
345,Cap Spartel,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d6991789-Reviews-Cap_Spartel-Tangier_Tanger_Tetouan_Al_Hoceima.html
346,Place du Grand 9 Avril 1947,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d9806667-Reviews-Place_du_Grand_9_Avril_1947-Tangier_Tanger_Tetouan_Al_Hoceima.html
347,Plage de Tanger,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d553569-Reviews-Plage_de_Tanger-Tangier_Tanger_Tetouan_Al_Hoceima.html
348,Tangiertours,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d2322721-Reviews-Tangiertours-Tangier_Tanger_Tetouan_Al_Hoceima.html
349,Full Day Trip to Chefchaouen and Tangier,Tourist+Attraction,Tanger,https://www.tripadvisor.com/AttractionProductReview-g293737-d18909638-Full_Day_Trip_to_Chefchaouen_and_Tangier-Tangier_Tanger_Tetouan_Al_Hoceima.html
350,Exploring Tangier: Highlights and Hidden Gems,Tourist+Attraction,Tanger,https://www.tripadvisor.com/AttractionProductReview-g293737-d22954430-Exploring_Tangier_Highlights_and_Hidden_Gems-Tangier_Tanger_Tetouan_Al_Hoceima.html
351,Tour of Tangier 1-2 people with camel ride,Tourist+Attraction,Tanger,https://www.tripadvisor.com/AttractionProductReview-g293737-d13200840-Tour_of_Tangier_1_2_people_with_camel_ride-Tangier_Tanger_Tetouan_Al_Hoceima.html
352,"Tangier Private Tour :Medina ,souks, kasbah, caves & camel ride",Tourist+Attraction,Tanger,https://www.tripadvisor.com/AttractionProductReview-g293737-d18910217-Tangier_Private_Tour_Medina_souks_kasbah_caves_camel_ride-Tangier_Tanger_Tetouan_A.html
353,Camel Adventures,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d13443342-Reviews-Camel_Adventures-Tangier_Tanger_Tetouan_Al_Hoceima.html
354,Trip and Transfer,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d15607707-Reviews-Trip_and_Transfer-Tangier_Tanger_Tetouan_Al_Hoceima.html
355,Authentic Full Day Private Tour of Tangier,Tourist+Attraction,Tanger,https://www.tripadvisor.com/AttractionProductReview-g293737-d16661336-Authentic_Full_Day_Private_Tour_of_Tangier-Tangier_Tanger_Tetouan_Al_Hoceima.html
356,Said Private Day Tours,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g293737-d1551481-Reviews-Said_Private_Day_Tours-Tangier_Tanger_Tetouan_Al_Hoceima.html
357,Full day Tangier sightseeing and cultural tour in the medina,Tourist+Attraction,Tanger,https://www.tripadvisor.com/AttractionProductReview-g293737-d18935215-Full_day_Tangier_sightseeing_and_cultural_tour_in_the_medina-Tangier_Tanger_Tetoua.html
358,Not Just a Tourist,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g187443-d3483664-Reviews-Not_Just_a_Tourist-Seville_Province_of_Seville_Andalucia.html
359,Chefchaouen Medina,Tourist+Attraction,Tanger,https://www.tripadvisor.com/Attraction_Review-g304013-d1751665-Reviews-Chefchaouen_Medina-Chefchaouen_Tanger_Tetouan_Al_Hoceima.html
360,Hotel Le Golf D'Essaouira & Spa,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d1940938-Reviews-Hotel_Le_Golf_D_Essaouira_Spa-Essaouira_Marrakech_Safi.html?
361,Riad Zahra Essaouira,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d530948-Reviews-Riad_Zahra_Essaouira-Essaouira_Marrakech_Safi.html?
362,Hôtel Le Médina Essaouira Thalassa sea & spa - MGallery,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d299667-Reviews-Hotel_Le_Medina_Essaouira_Thalassa_sea_spa_MGallery-Essaouira_Marrakech_Safi.html?
363,Atlas Essaouira & Spa,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d1108554-Reviews-Atlas_Essaouira_Spa-Essaouira_Marrakech_Safi.html?
364,Villa Maroc,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d479354-Reviews-Villa_Maroc-Essaouira_Marrakech_Safi.html?
365,Riad Baladin,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d1170450-Reviews-Riad_Baladin-Essaouira_Marrakech_Safi.html?
366,Riad Watier,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d585138-Reviews-Riad_Watier-Essaouira_Marrakech_Safi.html?
367,L'Heure Bleue Palais,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d543543-Reviews-L_Heure_Bleue_Palais-Essaouira_Marrakech_Safi.html?
368,Riad Chbanate,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d1490667-Reviews-Riad_Chbanate-Essaouira_Marrakech_Safi.html?
369,Hotel Les Matins Bleus,Hotel,Essaouira,https://www.tripadvisor.com/Hotel_Review-g298349-d530439-Reviews-Hotel_Les_Matins_Bleus-Essaouira_Marrakech_Safi.html?
