date,timestamp,values,keyword,scraped_at
Jan 2010,1262304000,"[{'query': 'morocco airport', 'value': '64', 'extracted_value': 64}]",morocco airport,2025-10-07T23:08:14.595311
Feb 2010,1264982400,"[{'query': 'morocco airport', 'value': '50', 'extracted_value': 50}]",morocco airport,2025-10-07T23:08:14.595311
Mar 2010,1267401600,"[{'query': 'morocco airport', 'value': '46', 'extracted_value': 46}]",morocco airport,2025-10-07T23:08:14.595311
Apr 2010,1270080000,"[{'query': 'morocco airport', 'value': '64', 'extracted_value': 64}]",morocco airport,2025-10-07T23:08:14.595311
May 2010,1272672000,"[{'query': 'morocco airport', 'value': '70', 'extracted_value': 70}]",morocco airport,2025-10-07T23:08:14.595311
Jun 2010,1275350400,"[{'query': 'morocco airport', 'value': '48', 'extracted_value': 48}]",morocco airport,2025-10-07T23:08:14.595311
Jul 2010,1277942400,"[{'query': 'morocco airport', 'value': '51', 'extracted_value': 51}]",morocco airport,2025-10-07T23:08:14.595311
Aug 2010,1280620800,"[{'query': 'morocco airport', 'value': '48', 'extracted_value': 48}]",morocco airport,2025-10-07T23:08:14.595311
Sep 2010,1283299200,"[{'query': 'morocco airport', 'value': '47', 'extracted_value': 47}]",morocco airport,2025-10-07T23:08:14.595311
Oct 2010,1285891200,"[{'query': 'morocco airport', 'value': '43', 'extracted_value': 43}]",morocco airport,2025-10-07T23:08:14.595311
Nov 2010,1288569600,"[{'query': 'morocco airport', 'value': '40', 'extracted_value': 40}]",morocco airport,2025-10-07T23:08:14.595311
Dec 2010,1291161600,"[{'query': 'morocco airport', 'value': '43', 'extracted_value': 43}]",morocco airport,2025-10-07T23:08:14.595311
Jan 2011,1293840000,"[{'query': 'morocco airport', 'value': '51', 'extracted_value': 51}]",morocco airport,2025-10-07T23:08:14.595311
Feb 2011,1296518400,"[{'query': 'morocco airport', 'value': '47', 'extracted_value': 47}]",morocco airport,2025-10-07T23:08:14.595311
Mar 2011,1298937600,"[{'query': 'morocco airport', 'value': '34', 'extracted_value': 34}]",morocco airport,2025-10-07T23:08:14.595311
Apr 2011,1301616000,"[{'query': 'morocco airport', 'value': '39', 'extracted_value': 39}]",morocco airport,2025-10-07T23:08:14.595311
May 2011,1304208000,"[{'query': 'morocco airport', 'value': '38', 'extracted_value': 38}]",morocco airport,2025-10-07T23:08:14.595311
Jun 2011,1306886400,"[{'query': 'morocco airport', 'value': '39', 'extracted_value': 39}]",morocco airport,2025-10-07T23:08:14.595311
Jul 2011,1309478400,"[{'query': 'morocco airport', 'value': '42', 'extracted_value': 42}]",morocco airport,2025-10-07T23:08:14.595311
Aug 2011,1312156800,"[{'query': 'morocco airport', 'value': '44', 'extracted_value': 44}]",morocco airport,2025-10-07T23:08:14.595311
Sep 2011,1314835200,"[{'query': 'morocco airport', 'value': '40', 'extracted_value': 40}]",morocco airport,2025-10-07T23:08:14.595311
Oct 2011,1317427200,"[{'query': 'morocco airport', 'value': '41', 'extracted_value': 41}]",morocco airport,2025-10-07T23:08:14.595311
Nov 2011,1320105600,"[{'query': 'morocco airport', 'value': '37', 'extracted_value': 37}]",morocco airport,2025-10-07T23:08:14.595311
Dec 2011,1322697600,"[{'query': 'morocco airport', 'value': '34', 'extracted_value': 34}]",morocco airport,2025-10-07T23:08:14.595311
Jan 2012,1325376000,"[{'query': 'morocco airport', 'value': '47', 'extracted_value': 47}]",morocco airport,2025-10-07T23:08:14.595311
