TES,zawina morocco,morocco travel restrictions,mamounia hotel marrakech,is morocco safe,marrakech morocco,agadir morocco,marrakech hotels,morocco travel requirements,morocco trips,morocco weather,places in morocco,rabat morocco,best marrakech hotels,marrakech weather,savoy le grand hotel marrakech,agadir weather,le riad marrakech,riad marrakech pas cher,riad marrakech medina,visit morocco,morocco travel from uk,best places in morocco,morocco holidays,best time to visit morocco,morocco visa,marrakech weather in march,riad marrakech,casablanca weather,tangier morocco,morocco tour,flights to morocco,fes morocco,agadir hotels,ogx argan oil of morocco,chefchaouen morocco,agadir weather may,morocco weather in march,flight to morocco,blue city morocco,morocco country,argan oil morocco,morocco visa for indians,morocco time,agadir weather february,things to do in morocco,morocco visa requirements,casablanca hotel,morocco weather february,marrakech weather february,london to morocco,cheap flights to morocco,casablanca airport,morocco language,morocco map,hotel marrakech,air morocco,riad fes morocco,tangier flights,where is morocco,riad fes maroc,morocco travel,morocco travel advice,flights uk to morocco,kings league morocco,5 star marrakech hotels,morocco,brazil vs morocco,1 week morocco itinerary,morocco earthquake 2023,earthquake in morocco,morocco vs,france morocco,morocco vs france,marrakech weather december,usa vs morocco,rayan morocco,morocco world cup,argentina vs morocco,morocco earthquake death toll,morocco vs portugal,morocco portugal,spain morocco
466638.0,0.0,0.0,57.0,37.0,47.0,80.0,53.0,0.0,51.0,26.0,45.0,64.0,46.0,40.0,34.0,40.0,81.0,13.0,52.0,32.0,0.0,37.0,64.0,19.0,35.0,0.0,62.0,39.0,58.0,56.0,81.0,59.0,35.0,26.0,53.0,41.0,0.0,29.0,38.0,7.0,55.0,0.0,8.0,5.0,51.0,82.0,55.0,2.0,0.0,54.0,54.0,69.0,7.0,37.0,87.0,82.0,0.0,60.0,12.0,77.0,65.0,12.0,17.0,0.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
553296.0,0.0,0.0,52.0,42.0,49.0,54.0,57.0,0.0,47.0,25.0,61.0,60.0,45.0,54.0,41.0,38.0,63.0,15.0,36.0,42.0,16.0,57.0,40.0,45.0,41.0,0.0,51.0,51.0,62.0,62.0,51.0,53.0,32.0,29.0,72.0,40.0,0.0,41.0,67.0,8.0,62.0,0.0,10.0,0.0,73.0,46.0,58.0,4.0,0.0,42.0,42.0,74.0,8.0,28.0,72.0,49.0,34.0,60.0,14.0,47.0,58.0,6.0,19.0,0.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
521785.0,0.0,0.0,15.0,41.0,49.0,58.0,22.0,0.0,39.0,27.0,73.0,64.0,62.0,54.0,39.0,36.0,52.0,5.0,52.0,48.0,0.0,71.0,52.0,56.0,47.0,0.0,51.0,81.0,77.0,84.0,63.0,52.0,17.0,43.0,99.0,51.0,0.0,46.0,91.0,9.0,64.0,22.0,10.0,0.0,84.0,56.0,61.0,4.0,0.0,41.0,11.0,73.0,11.0,26.0,76.0,47.0,38.0,69.0,14.0,44.0,37.0,16.0,28.0,0.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
497266.0,0.0,0.0,57.0,42.0,57.0,57.0,39.0,0.0,45.0,24.0,66.0,61.0,61.0,55.0,65.0,38.0,60.0,6.0,43.0,53.0,0.0,63.0,44.0,49.0,47.0,7.0,50.0,59.0,66.0,30.0,52.0,62.0,29.0,56.0,87.0,52.0,5.0,45.0,89.0,8.0,73.0,22.0,11.0,0.0,78.0,56.0,59.0,2.0,0.0,37.0,27.0,25.0,11.0,23.0,90.0,42.0,32.0,33.0,16.0,61.0,96.0,6.0,24.0,0.0,51.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
586866.0,0.0,0.0,51.0,16.0,55.0,54.0,38.0,0.0,50.0,25.0,25.0,74.0,18.0,55.0,14.0,34.0,55.0,8.0,43.0,20.0,0.0,19.0,44.0,19.0,15.0,0.0,41.0,32.0,25.0,49.0,49.0,67.0,27.0,54.0,18.0,0.0,5.0,19.0,33.0,8.0,79.0,0.0,11.0,0.0,19.0,44.0,31.0,3.0,0.0,39.0,33.0,48.0,9.0,22.0,92.0,42.0,28.0,57.0,12.0,45.0,61.0,15.0,17.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
632117.0,0.0,0.0,47.0,47.0,63.0,55.0,41.0,6.0,50.0,23.0,58.0,75.0,57.0,58.0,26.0,36.0,51.0,11.0,33.0,52.0,0.0,54.0,35.0,54.0,45.0,0.0,41.0,65.0,50.0,69.0,56.0,65.0,34.0,41.0,43.0,53.0,0.0,52.0,58.0,14.0,78.0,24.0,13.0,5.0,63.0,51.0,47.0,6.0,0.0,34.0,28.0,69.0,16.0,24.0,82.0,36.0,31.0,57.0,20.0,38.0,63.0,12.0,43.0,1.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
689215.0,13.0,0.0,40.0,57.0,55.0,50.0,44.0,5.0,44.0,20.0,66.0,72.0,57.0,46.0,34.0,29.0,49.0,8.0,38.0,69.0,0.0,60.0,35.0,70.0,63.0,0.0,46.0,55.0,67.0,68.0,53.0,68.0,33.0,42.0,73.0,47.0,0.0,67.0,85.0,17.0,78.0,47.0,16.0,0.0,73.0,57.0,45.0,6.0,0.0,40.0,29.0,69.0,17.0,23.0,77.0,31.0,35.0,69.0,21.0,26.0,70.0,0.0,34.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14222.0,100.0,0.0,90.0,79.0,69.0,52.0,87.0,6.0,61.0,26.0,70.0,77.0,72.0,49.0,83.0,33.0,55.0,67.0,47.0,72.0,8.0,67.0,35.0,73.0,79.0,6.0,52.0,94.0,76.0,83.0,66.0,78.0,77.0,67.0,72.0,100.0,6.0,74.0,83.0,18.0,72.0,81.0,19.0,4.0,74.0,67.0,41.0,5.0,4.0,46.0,86.0,75.0,17.0,27.0,86.0,42.0,43.0,79.0,20.0,23.0,68.0,35.0,27.0,0.0,48.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
343246.0,0.0,0.0,51.0,79.0,72.0,62.0,66.0,5.0,70.0,32.0,81.0,73.0,80.0,82.0,82.0,48.0,56.0,51.0,54.0,82.0,0.0,74.0,42.0,84.0,96.0,5.0,55.0,100.0,77.0,42.0,71.0,89.0,50.0,0.0,68.0,79.0,6.0,84.0,75.0,18.0,78.0,95.0,20.0,0.0,80.0,65.0,40.0,6.0,5.0,51.0,61.0,92.0,16.0,31.0,87.0,46.0,40.0,76.0,21.0,37.0,61.0,11.0,24.0,0.0,28.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
654928.0,0.0,0.0,47.0,0.0,75.0,51.0,52.0,6.0,73.0,33.0,19.0,71.0,41.0,80.0,0.0,45.0,60.0,39.0,9.0,21.0,6.0,0.0,41.0,0.0,28.0,5.0,17.0,38.0,48.0,33.0,68.0,84.0,45.0,0.0,16.0,0.0,7.0,26.0,0.0,5.0,4.0,0.0,29.0,0.0,34.0,55.0,87.0,0.0,6.0,48.0,70.0,47.0,6.0,24.0,92.0,39.0,0.0,55.0,7.0,30.0,51.0,9.0,52.0,0.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
754100.0,0.0,33.0,59.0,15.0,14.0,15.0,62.0,88.0,28.0,7.0,26.0,31.0,19.0,8.0,0.0,6.0,11.0,31.0,33.0,21.0,12.0,17.0,11.0,0.0,28.0,0.0,44.0,44.0,39.0,30.0,27.0,22.0,46.0,0.0,15.0,0.0,0.0,18.0,0.0,5.0,6.0,0.0,49.0,0.0,38.0,29.0,78.0,0.0,0.0,14.0,60.0,50.0,6.0,10.0,22.0,19.0,28.0,71.0,11.0,15.0,50.0,14.0,28.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
966724.0,0.0,71.0,51.0,13.0,52.0,53.0,55.0,15.0,52.0,23.0,34.0,59.0,21.0,47.0,0.0,39.0,52.0,31.0,47.0,23.0,47.0,23.0,32.0,12.0,25.0,0.0,48.0,50.0,52.0,38.0,64.0,63.0,39.0,0.0,24.0,41.0,5.0,23.0,9.0,4.0,11.0,0.0,38.0,0.0,35.0,76.0,69.0,0.0,2.0,52.0,50.0,53.0,5.0,20.0,58.0,44.0,40.0,40.0,10.0,14.0,53.0,17.0,42.0,0.0,32.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
430974.0,0.0,4.0,39.0,11.0,58.0,52.0,52.0,10.0,53.0,27.0,34.0,71.0,29.0,57.0,0.0,42.0,52.0,24.0,58.0,25.0,14.0,23.0,42.0,20.0,27.0,5.0,55.0,42.0,45.0,41.0,77.0,75.0,36.0,0.0,23.0,47.0,7.0,24.0,13.0,6.0,16.0,15.0,39.0,0.0,38.0,75.0,69.0,0.0,4.0,67.0,49.0,58.0,6.0,22.0,65.0,48.0,20.0,38.0,11.0,21.0,50.0,23.0,27.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
381295.0,0.0,2.0,35.0,14.0,67.0,71.0,45.0,7.0,59.0,32.0,41.0,77.0,34.0,62.0,0.0,57.0,57.0,18.0,59.0,27.0,16.0,39.0,39.0,20.0,31.0,6.0,48.0,43.0,58.0,37.0,70.0,68.0,26.0,9.0,33.0,42.0,7.0,26.0,13.0,6.0,32.0,0.0,7.0,0.0,45.0,76.0,67.0,3.0,3.0,60.0,49.0,53.0,7.0,22.0,78.0,50.0,33.0,45.0,11.0,28.0,48.0,20.0,28.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
411668.0,0.0,0.0,45.0,29.0,70.0,77.0,51.0,0.0,62.0,31.0,49.0,93.0,35.0,70.0,0.0,65.0,50.0,14.0,62.0,30.0,13.0,34.0,34.0,19.0,36.0,9.0,69.0,38.0,47.0,44.0,76.0,89.0,33.0,20.0,39.0,44.0,8.0,27.0,25.0,7.0,42.0,12.0,6.0,0.0,55.0,74.0,63.0,2.0,6.0,66.0,55.0,49.0,8.0,20.0,70.0,52.0,0.0,43.0,13.0,24.0,54.0,14.0,16.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
451501.0,0.0,0.0,50.0,33.0,44.0,71.0,48.0,0.0,58.0,25.0,41.0,64.0,40.0,38.0,41.0,36.0,69.0,14.0,28.0,32.0,0.0,29.0,61.0,25.0,33.0,0.0,40.0,32.0,54.0,61.0,76.0,55.0,29.0,36.0,52.0,49.0,0.0,28.0,44.0,6.0,48.0,0.0,7.0,0.0,53.0,67.0,56.0,4.0,0.0,42.0,49.0,75.0,8.0,35.0,87.0,71.0,0.0,60.0,11.0,52.0,61.0,15.0,21.0,0.0,0.0,4.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
480992.0,0.0,0.0,50.0,38.0,36.0,44.0,57.0,0.0,47.0,19.0,54.0,54.0,56.0,38.0,33.0,29.0,52.0,17.0,38.0,42.0,0.0,48.0,34.0,39.0,43.0,0.0,48.0,44.0,66.0,61.0,54.0,45.0,28.0,26.0,63.0,53.0,0.0,35.0,66.0,7.0,66.0,0.0,9.0,7.0,66.0,46.0,63.0,5.0,0.0,43.0,36.0,76.0,8.0,28.0,56.0,50.0,36.0,59.0,13.0,34.0,57.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466305.0,0.0,0.0,17.0,39.0,48.0,53.0,25.0,0.0,41.0,23.0,67.0,61.0,62.0,40.0,37.0,34.0,50.0,0.0,33.0,47.0,0.0,58.0,46.0,60.0,45.0,0.0,46.0,60.0,73.0,89.0,57.0,53.0,18.0,30.0,100.0,93.0,0.0,44.0,98.0,9.0,53.0,17.0,9.0,0.0,74.0,59.0,62.0,5.0,0.0,42.0,11.0,77.0,10.0,23.0,65.0,48.0,33.0,59.0,14.0,42.0,40.0,17.0,18.0,0.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
437433.0,0.0,0.0,50.0,42.0,53.0,57.0,38.0,0.0,45.0,23.0,67.0,63.0,70.0,47.0,54.0,34.0,54.0,7.0,43.0,54.0,0.0,55.0,44.0,57.0,46.0,0.0,46.0,61.0,69.0,34.0,53.0,69.0,30.0,58.0,92.0,55.0,0.0,47.0,100.0,8.0,60.0,27.0,10.0,0.0,72.0,45.0,58.0,2.0,0.0,40.0,28.0,24.0,11.0,23.0,76.0,39.0,41.0,27.0,16.0,47.0,91.0,6.0,24.0,0.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
469609.0,0.0,0.0,38.0,17.0,51.0,55.0,35.0,0.0,61.0,21.0,23.0,69.0,18.0,45.0,0.0,30.0,41.0,8.0,37.0,20.0,0.0,17.0,49.0,16.0,16.0,0.0,41.0,23.0,22.0,55.0,52.0,65.0,25.0,50.0,17.0,0.0,5.0,20.0,31.0,9.0,79.0,9.0,12.0,0.0,15.0,47.0,27.0,4.0,0.0,39.0,37.0,48.0,8.0,24.0,77.0,41.0,21.0,57.0,10.0,18.0,57.0,62.0,16.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
471967.0,0.0,0.0,43.0,47.0,61.0,53.0,39.0,0.0,46.0,24.0,59.0,71.0,50.0,58.0,18.0,32.0,41.0,8.0,40.0,60.0,0.0,59.0,41.0,55.0,50.0,6.0,40.0,52.0,54.0,69.0,52.0,64.0,33.0,41.0,53.0,66.0,5.0,53.0,58.0,14.0,75.0,28.0,15.0,4.0,67.0,46.0,44.0,7.0,3.0,36.0,29.0,62.0,15.0,26.0,74.0,38.0,22.0,60.0,19.0,28.0,73.0,13.0,30.0,0.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
475117.0,30.0,0.0,40.0,55.0,56.0,51.0,43.0,0.0,50.0,23.0,66.0,80.0,56.0,49.0,39.0,28.0,40.0,8.0,36.0,65.0,0.0,68.0,41.0,72.0,67.0,0.0,40.0,56.0,70.0,63.0,53.0,66.0,29.0,38.0,71.0,39.0,0.0,67.0,85.0,17.0,77.0,43.0,19.0,0.0,72.0,52.0,46.0,6.0,0.0,43.0,27.0,76.0,17.0,25.0,69.0,38.0,29.0,68.0,20.0,30.0,64.0,0.0,33.0,0.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21995.0,85.0,0.0,79.0,82.0,59.0,51.0,71.0,6.0,66.0,23.0,73.0,77.0,54.0,45.0,93.0,30.0,49.0,66.0,47.0,72.0,7.0,61.0,34.0,76.0,76.0,5.0,45.0,74.0,80.0,80.0,59.0,69.0,72.0,75.0,66.0,74.0,7.0,75.0,80.0,17.0,63.0,73.0,25.0,0.0,75.0,55.0,48.0,9.0,5.0,40.0,100.0,91.0,15.0,23.0,65.0,40.0,45.0,89.0,20.0,19.0,63.0,45.0,27.0,0.0,23.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
436416.0,0.0,0.0,38.0,75.0,67.0,57.0,42.0,0.0,69.0,26.0,77.0,64.0,62.0,60.0,87.0,34.0,54.0,34.0,61.0,77.0,0.0,70.0,39.0,82.0,87.0,0.0,53.0,73.0,94.0,42.0,64.0,80.0,39.0,0.0,73.0,94.0,6.0,84.0,78.0,17.0,80.0,84.0,17.0,0.0,73.0,43.0,46.0,0.0,4.0,44.0,62.0,85.0,15.0,25.0,64.0,40.0,68.0,74.0,20.0,14.0,60.0,7.0,29.0,0.0,26.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
630077.0,0.0,0.0,39.0,6.0,72.0,51.0,48.0,10.0,67.0,27.0,35.0,65.0,32.0,63.0,0.0,37.0,51.0,38.0,9.0,22.0,0.0,19.0,40.0,0.0,28.0,6.0,18.0,32.0,49.0,29.0,66.0,90.0,45.0,0.0,16.0,0.0,5.0,23.0,0.0,5.0,5.0,0.0,30.0,0.0,40.0,59.0,97.0,0.0,6.0,40.0,73.0,39.0,6.0,21.0,66.0,36.0,0.0,36.0,9.0,17.0,54.0,7.0,37.0,0.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
767212.0,0.0,45.0,39.0,23.0,14.0,15.0,50.0,100.0,25.0,8.0,26.0,34.0,17.0,10.0,0.0,7.0,15.0,32.0,36.0,21.0,30.0,16.0,12.0,12.0,25.0,0.0,44.0,35.0,36.0,34.0,29.0,27.0,41.0,0.0,11.0,0.0,0.0,19.0,0.0,5.0,5.0,0.0,31.0,0.0,35.0,22.0,79.0,0.0,0.0,16.0,60.0,44.0,7.0,15.0,28.0,23.0,23.0,43.0,16.0,12.0,51.0,9.0,33.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
431246.0,0.0,4.0,36.0,17.0,55.0,52.0,51.0,8.0,52.0,29.0,32.0,76.0,28.0,59.0,0.0,34.0,47.0,24.0,45.0,24.0,11.0,22.0,36.0,11.0,29.0,4.0,50.0,35.0,73.0,38.0,70.0,71.0,38.0,8.0,26.0,0.0,10.0,24.0,11.0,5.0,15.0,19.0,33.0,0.0,38.0,73.0,68.0,2.0,3.0,55.0,47.0,50.0,7.0,19.0,68.0,50.0,24.0,45.0,12.0,30.0,47.0,26.0,17.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
424473.0,0.0,0.0,40.0,17.0,67.0,75.0,39.0,8.0,53.0,29.0,41.0,83.0,30.0,53.0,0.0,48.0,56.0,14.0,47.0,29.0,19.0,31.0,38.0,22.0,31.0,5.0,46.0,32.0,60.0,36.0,67.0,71.0,25.0,10.0,35.0,24.0,11.0,26.0,17.0,6.0,30.0,0.0,7.0,0.0,46.0,80.0,77.0,2.0,7.0,58.0,51.0,50.0,7.0,21.0,78.0,52.0,31.0,39.0,11.0,25.0,51.0,17.0,18.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
466273.0,0.0,0.0,31.0,23.0,74.0,76.0,43.0,21.0,60.0,32.0,45.0,100.0,43.0,55.0,0.0,48.0,53.0,13.0,67.0,31.0,15.0,36.0,35.0,20.0,31.0,5.0,66.0,36.0,47.0,52.0,80.0,78.0,28.0,18.0,36.0,31.0,14.0,27.0,30.0,7.0,47.0,15.0,7.0,0.0,51.0,65.0,64.0,0.0,5.0,62.0,47.0,52.0,8.0,21.0,64.0,53.0,0.0,44.0,13.0,26.0,51.0,15.0,21.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466513.0,0.0,0.0,42.0,37.0,47.0,78.0,40.0,0.0,55.0,22.0,46.0,59.0,40.0,35.0,42.0,34.0,61.0,11.0,36.0,31.0,0.0,34.0,65.0,24.0,33.0,0.0,40.0,39.0,53.0,49.0,73.0,59.0,25.0,30.0,61.0,27.0,0.0,33.0,44.0,6.0,51.0,0.0,8.0,0.0,57.0,70.0,58.0,4.0,0.0,40.0,45.0,62.0,8.0,32.0,83.0,67.0,38.0,64.0,12.0,55.0,52.0,12.0,22.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
456995.0,0.0,0.0,35.0,36.0,41.0,53.0,42.0,0.0,39.0,21.0,62.0,51.0,50.0,37.0,37.0,27.0,37.0,10.0,39.0,39.0,0.0,49.0,43.0,33.0,37.0,0.0,44.0,34.0,58.0,52.0,53.0,41.0,26.0,26.0,57.0,19.0,0.0,37.0,68.0,7.0,55.0,0.0,9.0,0.0,65.0,54.0,55.0,5.0,0.0,47.0,39.0,58.0,8.0,26.0,62.0,53.0,0.0,49.0,12.0,0.0,54.0,10.0,14.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
385871.0,0.0,0.0,15.0,33.0,48.0,53.0,26.0,0.0,48.0,21.0,62.0,63.0,53.0,33.0,34.0,25.0,47.0,4.0,37.0,44.0,0.0,51.0,49.0,50.0,43.0,0.0,45.0,40.0,59.0,80.0,65.0,53.0,21.0,39.0,78.0,19.0,0.0,42.0,85.0,8.0,56.0,20.0,11.0,0.0,68.0,60.0,49.0,8.0,0.0,43.0,14.0,64.0,10.0,20.0,64.0,48.0,0.0,60.0,14.0,38.0,52.0,16.0,15.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
339307.0,0.0,0.0,41.0,42.0,49.0,61.0,40.0,7.0,46.0,22.0,60.0,62.0,53.0,38.0,35.0,34.0,48.0,9.0,37.0,49.0,0.0,58.0,45.0,55.0,46.0,0.0,39.0,42.0,57.0,32.0,55.0,62.0,30.0,60.0,77.0,30.0,0.0,44.0,91.0,8.0,64.0,20.0,14.0,0.0,76.0,59.0,53.0,2.0,3.0,39.0,37.0,25.0,11.0,21.0,74.0,41.0,0.0,33.0,14.0,54.0,94.0,0.0,14.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
412933.0,0.0,0.0,40.0,18.0,49.0,58.0,35.0,0.0,55.0,21.0,28.0,66.0,14.0,38.0,0.0,27.0,47.0,7.0,26.0,21.0,0.0,14.0,44.0,17.0,17.0,0.0,33.0,27.0,25.0,57.0,52.0,53.0,22.0,45.0,19.0,0.0,0.0,22.0,38.0,10.0,80.0,0.0,16.0,0.0,22.0,49.0,33.0,5.0,0.0,38.0,35.0,65.0,9.0,20.0,65.0,44.0,27.0,73.0,12.0,35.0,52.0,15.0,27.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
520623.0,0.0,0.0,49.0,43.0,53.0,53.0,42.0,0.0,45.0,22.0,61.0,73.0,45.0,48.0,23.0,30.0,33.0,5.0,23.0,59.0,0.0,53.0,43.0,56.0,52.0,0.0,32.0,42.0,53.0,68.0,55.0,53.0,36.0,42.0,57.0,26.0,0.0,54.0,83.0,14.0,70.0,30.0,16.0,6.0,71.0,40.0,55.0,8.0,4.0,44.0,30.0,77.0,15.0,25.0,54.0,38.0,17.0,67.0,18.0,17.0,60.0,11.0,39.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
600091.0,26.0,0.0,40.0,46.0,49.0,46.0,37.0,6.0,43.0,19.0,61.0,68.0,49.0,33.0,40.0,23.0,28.0,5.0,35.0,63.0,8.0,62.0,37.0,72.0,68.0,0.0,38.0,58.0,67.0,68.0,53.0,54.0,30.0,36.0,66.0,17.0,5.0,69.0,80.0,18.0,72.0,52.0,27.0,5.0,65.0,53.0,53.0,9.0,3.0,37.0,30.0,75.0,18.0,22.0,53.0,34.0,31.0,74.0,20.0,15.0,61.0,0.0,29.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0
100985.0,82.0,0.0,77.0,63.0,57.0,47.0,78.0,5.0,56.0,23.0,62.0,64.0,68.0,42.0,100.0,29.0,34.0,64.0,38.0,72.0,10.0,62.0,37.0,73.0,85.0,0.0,40.0,57.0,80.0,83.0,59.0,66.0,79.0,79.0,64.0,32.0,0.0,77.0,79.0,17.0,71.0,71.0,23.0,8.0,68.0,65.0,53.0,10.0,5.0,42.0,90.0,89.0,15.0,22.0,56.0,38.0,35.0,87.0,19.0,15.0,62.0,22.0,22.0,0.0,28.0,7.0,2.0,0.0,1.0,1.0,11.0,1.0,0.0,16.0,4.0,0.0,19.0,3.0,0.0,20.0,0.0,26.0
520182.0,0.0,0.0,34.0,65.0,73.0,60.0,47.0,7.0,66.0,34.0,72.0,72.0,56.0,44.0,87.0,30.0,46.0,30.0,42.0,75.0,0.0,69.0,40.0,85.0,82.0,0.0,44.0,54.0,93.0,35.0,74.0,72.0,53.0,0.0,66.0,18.0,7.0,83.0,72.0,17.0,82.0,95.0,14.0,0.0,74.0,62.0,48.0,0.0,5.0,50.0,66.0,51.0,16.0,36.0,68.0,55.0,45.0,56.0,19.0,22.0,52.0,10.0,33.0,0.0,24.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
598308.0,0.0,0.0,37.0,7.0,63.0,53.0,45.0,19.0,73.0,31.0,24.0,69.0,29.0,58.0,0.0,34.0,53.0,23.0,13.0,20.0,0.0,0.0,42.0,23.0,29.0,8.0,20.0,29.0,42.0,32.0,73.0,77.0,48.0,0.0,16.0,0.0,8.0,23.0,0.0,5.0,6.0,0.0,24.0,0.0,46.0,58.0,98.0,0.0,8.0,47.0,81.0,48.0,5.0,21.0,79.0,48.0,0.0,49.0,8.0,30.0,53.0,12.0,37.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
683375.0,0.0,64.0,37.0,16.0,19.0,21.0,44.0,57.0,25.0,9.0,24.0,36.0,17.0,11.0,0.0,6.0,18.0,23.0,32.0,20.0,54.0,19.0,12.0,0.0,26.0,0.0,35.0,28.0,40.0,31.0,47.0,28.0,44.0,0.0,12.0,0.0,4.0,19.0,0.0,5.0,5.0,0.0,33.0,0.0,39.0,28.0,82.0,4.0,3.0,26.0,65.0,46.0,8.0,10.0,41.0,53.0,27.0,62.0,13.0,0.0,52.0,8.0,30.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
