TES,zawina morocco,morocco travel restrictions,mamounia hotel marrakech,is morocco safe,marrakech morocco,agadir morocco,marrakech hotels,morocco travel requirements,morocco trips,morocco weather,places in morocco,rabat morocco,best marrakech hotels,marrakech weather,savoy le grand hotel marrakech,agadir weather,le riad marrakech,riad marrakech pas cher,riad marrakech medina,visit morocco,morocco travel from uk,best places in morocco,morocco holidays,best time to visit morocco,morocco visa,marrakech weather in march,riad marrakech,casablanca weather,tangier morocco,morocco tour,flights to morocco,fes morocco,agadir hotels,ogx argan oil of morocco,chefchaouen morocco,agadir weather may,morocco weather in march,flight to morocco,blue city morocco,morocco country,argan oil morocco,morocco visa for indians,morocco time,agadir weather february,things to do in morocco,morocco visa requirements,casablanca hotel,morocco weather february,marrakech weather february,london to morocco,cheap flights to morocco,casablanca airport,morocco language,morocco map,hotel marrakech,air morocco,riad fes morocco,tangier flights,where is morocco,riad fes maroc,morocco travel,morocco travel advice,flights uk to morocco,kings league morocco,5 star marrakech hotels,morocco,brazil vs morocco,1 week morocco itinerary,morocco earthquake 2023,earthquake in morocco,morocco vs,france morocco,morocco vs france,marrakech weather december,usa vs morocco,rayan morocco,morocco world cup,argentina vs morocco,morocco earthquake death toll,morocco vs portugal,morocco portugal,spain morocco
509173.0,0.0,0.0,23.0,16.0,54.0,49.0,43.0,6.0,57.0,29.0,32.0,66.0,25.0,47.0,0.0,33.0,36.0,13.0,36.0,27.0,11.0,19.0,39.0,19.0,30.0,7.0,37.0,30.0,52.0,37.0,69.0,58.0,34.0,9.0,17.0,0.0,9.0,25.0,11.0,5.0,15.0,18.0,35.0,0.0,37.0,67.0,75.0,5.0,8.0,55.0,55.0,50.0,7.0,19.0,57.0,49.0,17.0,45.0,12.0,18.0,57.0,17.0,21.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
520225.0,0.0,0.0,34.0,17.0,62.0,71.0,35.0,13.0,53.0,34.0,40.0,72.0,29.0,52.0,0.0,47.0,33.0,17.0,42.0,29.0,12.0,29.0,41.0,27.0,30.0,10.0,40.0,27.0,49.0,34.0,70.0,61.0,32.0,12.0,28.0,0.0,14.0,27.0,21.0,6.0,31.0,0.0,7.0,0.0,45.0,72.0,72.0,2.0,7.0,58.0,47.0,48.0,7.0,17.0,67.0,47.0,20.0,52.0,11.0,14.0,46.0,23.0,22.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
504471.0,0.0,0.0,30.0,49.0,82.0,85.0,36.0,0.0,67.0,34.0,45.0,91.0,37.0,56.0,0.0,56.0,39.0,18.0,54.0,29.0,19.0,31.0,35.0,23.0,34.0,9.0,61.0,26.0,48.0,43.0,82.0,77.0,36.0,14.0,31.0,0.0,15.0,30.0,32.0,7.0,40.0,0.0,7.0,0.0,49.0,88.0,61.0,3.0,6.0,61.0,48.0,47.0,7.0,20.0,58.0,65.0,0.0,57.0,15.0,0.0,51.0,11.0,19.0,0.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
495939.0,0.0,0.0,39.0,32.0,43.0,79.0,39.0,0.0,50.0,23.0,47.0,53.0,36.0,36.0,34.0,34.0,60.0,14.0,34.0,35.0,0.0,33.0,66.0,25.0,36.0,0.0,48.0,27.0,50.0,46.0,70.0,49.0,35.0,23.0,49.0,0.0,0.0,33.0,41.0,7.0,48.0,0.0,10.0,0.0,43.0,50.0,56.0,5.0,0.0,47.0,51.0,51.0,7.0,29.0,93.0,70.0,0.0,58.0,10.0,72.0,58.0,16.0,17.0,0.0,67.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
498176.0,0.0,0.0,36.0,37.0,48.0,54.0,42.0,0.0,45.0,22.0,49.0,48.0,32.0,37.0,28.0,31.0,46.0,14.0,29.0,35.0,0.0,40.0,54.0,29.0,38.0,0.0,45.0,29.0,57.0,58.0,57.0,39.0,32.0,24.0,56.0,0.0,0.0,37.0,58.0,7.0,51.0,0.0,11.0,0.0,57.0,41.0,59.0,8.0,0.0,41.0,45.0,61.0,8.0,26.0,68.0,55.0,29.0,63.0,13.0,42.0,58.0,11.0,17.0,0.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
515054.0,0.0,0.0,16.0,39.0,52.0,58.0,28.0,0.0,52.0,25.0,65.0,64.0,50.0,39.0,39.0,31.0,53.0,8.0,34.0,47.0,0.0,59.0,54.0,60.0,47.0,0.0,43.0,37.0,74.0,82.0,66.0,56.0,28.0,36.0,82.0,0.0,0.0,50.0,91.0,15.0,64.0,20.0,12.0,0.0,81.0,43.0,53.0,8.0,0.0,48.0,30.0,82.0,21.0,22.0,74.0,48.0,25.0,76.0,28.0,43.0,70.0,11.0,20.0,0.0,43.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
525377.0,0.0,0.0,34.0,37.0,49.0,59.0,35.0,0.0,50.0,24.0,71.0,59.0,55.0,39.0,44.0,35.0,49.0,8.0,38.0,54.0,0.0,64.0,46.0,58.0,53.0,0.0,43.0,46.0,71.0,32.0,53.0,59.0,32.0,53.0,81.0,0.0,7.0,51.0,92.0,8.0,66.0,30.0,14.0,0.0,75.0,48.0,64.0,3.0,4.0,44.0,38.0,46.0,10.0,20.0,76.0,49.0,34.0,48.0,13.0,25.0,76.0,6.0,20.0,0.0,31.0,6.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
591781.0,0.0,0.0,33.0,20.0,52.0,62.0,29.0,0.0,44.0,21.0,24.0,58.0,21.0,36.0,13.0,27.0,49.0,5.0,27.0,31.0,10.0,19.0,51.0,23.0,23.0,0.0,30.0,24.0,33.0,55.0,53.0,53.0,21.0,46.0,21.0,0.0,8.0,34.0,39.0,9.0,73.0,0.0,14.0,0.0,24.0,54.0,48.0,6.0,4.0,43.0,33.0,65.0,10.0,22.0,73.0,44.0,16.0,68.0,10.0,27.0,51.0,10.0,38.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
616908.0,0.0,0.0,33.0,43.0,46.0,51.0,35.0,0.0,43.0,21.0,56.0,69.0,47.0,39.0,15.0,27.0,34.0,0.0,29.0,57.0,0.0,62.0,35.0,60.0,57.0,0.0,33.0,40.0,56.0,71.0,52.0,53.0,33.0,47.0,54.0,0.0,0.0,59.0,72.0,14.0,70.0,36.0,19.0,0.0,62.0,52.0,60.0,10.0,4.0,38.0,27.0,71.0,15.0,24.0,67.0,44.0,27.0,69.0,17.0,18.0,54.0,22.0,36.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
733880.0,29.0,0.0,29.0,45.0,51.0,48.0,37.0,0.0,42.0,20.0,63.0,69.0,48.0,37.0,29.0,23.0,34.0,6.0,23.0,64.0,0.0,62.0,36.0,76.0,68.0,0.0,40.0,56.0,67.0,70.0,60.0,60.0,35.0,39.0,56.0,0.0,0.0,72.0,74.0,15.0,83.0,47.0,16.0,7.0,68.0,53.0,50.0,13.0,5.0,44.0,31.0,73.0,15.0,22.0,74.0,42.0,18.0,72.0,17.0,16.0,73.0,12.0,24.0,0.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
264761.0,68.0,0.0,69.0,61.0,63.0,58.0,78.0,0.0,68.0,28.0,64.0,78.0,51.0,46.0,93.0,34.0,44.0,47.0,32.0,66.0,0.0,63.0,46.0,73.0,79.0,11.0,42.0,53.0,75.0,79.0,73.0,68.0,100.0,100.0,63.0,0.0,11.0,79.0,67.0,16.0,72.0,71.0,18.0,5.0,62.0,53.0,47.0,10.0,5.0,50.0,86.0,100.0,14.0,23.0,78.0,42.0,52.0,97.0,18.0,21.0,66.0,26.0,22.0,2.0,36.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
689139.0,0.0,0.0,45.0,92.0,65.0,66.0,59.0,0.0,66.0,29.0,72.0,75.0,57.0,48.0,84.0,36.0,49.0,46.0,44.0,76.0,0.0,69.0,39.0,75.0,93.0,7.0,49.0,68.0,100.0,37.0,81.0,76.0,61.0,0.0,56.0,0.0,9.0,96.0,66.0,17.0,85.0,83.0,16.0,0.0,68.0,56.0,51.0,0.0,8.0,51.0,73.0,63.0,18.0,25.0,90.0,49.0,41.0,66.0,22.0,27.0,51.0,9.0,33.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
752207.0,0.0,0.0,30.0,0.0,64.0,57.0,53.0,25.0,78.0,31.0,20.0,61.0,0.0,59.0,0.0,32.0,54.0,45.0,11.0,19.0,6.0,30.0,46.0,18.0,28.0,12.0,20.0,33.0,52.0,27.0,75.0,63.0,48.0,0.0,22.0,0.0,12.0,25.0,0.0,5.0,0.0,34.0,29.0,0.0,42.0,66.0,100.0,0.0,11.0,48.0,73.0,57.0,6.0,20.0,87.0,44.0,12.0,37.0,7.0,24.0,55.0,11.0,37.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
860187.0,0.0,64.0,38.0,10.0,23.0,25.0,46.0,45.0,22.0,13.0,28.0,39.0,21.0,20.0,0.0,14.0,14.0,27.0,28.0,18.0,48.0,16.0,16.0,0.0,25.0,0.0,33.0,28.0,44.0,38.0,44.0,33.0,56.0,0.0,18.0,0.0,0.0,25.0,0.0,4.0,7.0,0.0,30.0,0.0,32.0,34.0,86.0,6.0,2.0,28.0,60.0,46.0,5.0,12.0,46.0,35.0,24.0,69.0,10.0,0.0,49.0,15.0,35.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
404345.0,0.0,21.0,32.0,13.0,49.0,53.0,45.0,12.0,49.0,29.0,33.0,60.0,30.0,50.0,0.0,40.0,31.0,28.0,35.0,24.0,18.0,17.0,34.0,16.0,27.0,5.0,39.0,33.0,51.0,37.0,68.0,54.0,47.0,0.0,18.0,0.0,10.0,25.0,0.0,5.0,14.0,0.0,32.0,7.0,37.0,69.0,77.0,5.0,8.0,57.0,54.0,52.0,6.0,17.0,69.0,48.0,32.0,51.0,12.0,18.0,53.0,52.0,42.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
395222.0,0.0,2.0,28.0,14.0,57.0,54.0,36.0,12.0,59.0,33.0,36.0,70.0,26.0,51.0,0.0,38.0,38.0,19.0,31.0,23.0,8.0,29.0,43.0,22.0,29.0,10.0,39.0,30.0,56.0,34.0,75.0,63.0,49.0,0.0,27.0,0.0,12.0,26.0,12.0,5.0,15.0,14.0,8.0,0.0,40.0,72.0,78.0,8.0,8.0,58.0,52.0,52.0,6.0,18.0,67.0,53.0,18.0,46.0,10.0,18.0,57.0,27.0,20.0,0.0,35.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,12.0,0.0,0.0,41.0,0.0,0.0,0.0,2.0
474003.0,0.0,0.0,28.0,18.0,62.0,74.0,41.0,0.0,59.0,36.0,40.0,76.0,36.0,61.0,0.0,54.0,39.0,16.0,66.0,27.0,16.0,31.0,40.0,28.0,32.0,9.0,71.0,25.0,55.0,36.0,73.0,57.0,48.0,16.0,39.0,0.0,14.0,31.0,15.0,7.0,33.0,0.0,8.0,0.0,39.0,83.0,73.0,5.0,8.0,62.0,57.0,58.0,7.0,17.0,69.0,54.0,42.0,44.0,13.0,11.0,46.0,17.0,24.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543236.0,0.0,0.0,41.0,51.0,42.0,74.0,47.0,0.0,54.0,31.0,47.0,52.0,23.0,40.0,0.0,49.0,69.0,11.0,41.0,28.0,0.0,36.0,65.0,23.0,35.0,0.0,47.0,31.0,51.0,43.0,66.0,51.0,46.0,20.0,42.0,0.0,10.0,29.0,23.0,6.0,46.0,0.0,9.0,0.0,49.0,62.0,79.0,5.0,0.0,34.0,63.0,61.0,6.0,29.0,82.0,62.0,0.0,59.0,12.0,37.0,54.0,12.0,17.0,0.0,53.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
514785.0,0.0,0.0,44.0,37.0,43.0,55.0,46.0,0.0,44.0,23.0,45.0,42.0,25.0,38.0,53.0,29.0,46.0,15.0,35.0,31.0,0.0,37.0,49.0,19.0,34.0,0.0,51.0,30.0,61.0,55.0,54.0,49.0,40.0,23.0,57.0,0.0,0.0,34.0,53.0,6.0,55.0,0.0,10.0,7.0,43.0,47.0,67.0,9.0,0.0,44.0,61.0,68.0,7.0,24.0,61.0,52.0,28.0,77.0,11.0,0.0,59.0,11.0,19.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
458999.0,0.0,0.0,45.0,34.0,53.0,59.0,47.0,6.0,53.0,27.0,57.0,61.0,38.0,46.0,32.0,34.0,54.0,13.0,45.0,40.0,0.0,52.0,55.0,44.0,41.0,10.0,53.0,34.0,70.0,58.0,66.0,50.0,37.0,35.0,65.0,0.0,13.0,45.0,65.0,7.0,60.0,0.0,11.0,0.0,63.0,58.0,71.0,10.0,7.0,51.0,42.0,73.0,8.0,20.0,82.0,47.0,25.0,75.0,13.0,0.0,52.0,15.0,23.0,0.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
476089.0,0.0,0.0,17.0,33.0,51.0,66.0,29.0,0.0,35.0,27.0,69.0,62.0,53.0,44.0,35.0,39.0,53.0,5.0,46.0,51.0,0.0,65.0,48.0,60.0,45.0,8.0,50.0,36.0,77.0,80.0,54.0,59.0,26.0,38.0,84.0,0.0,5.0,54.0,95.0,8.0,65.0,21.0,11.0,5.0,72.0,59.0,69.0,12.0,8.0,42.0,24.0,80.0,11.0,21.0,94.0,48.0,23.0,62.0,16.0,56.0,70.0,7.0,19.0,0.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
526142.0,0.0,0.0,33.0,43.0,53.0,63.0,37.0,0.0,53.0,25.0,72.0,65.0,62.0,46.0,48.0,31.0,58.0,8.0,29.0,54.0,0.0,68.0,52.0,61.0,49.0,8.0,38.0,39.0,70.0,39.0,51.0,60.0,37.0,60.0,85.0,0.0,8.0,51.0,75.0,9.0,69.0,16.0,12.0,0.0,73.0,57.0,69.0,3.0,8.0,39.0,30.0,44.0,10.0,23.0,96.0,48.0,24.0,43.0,13.0,42.0,64.0,6.0,22.0,0.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
595579.0,0.0,0.0,35.0,21.0,50.0,53.0,34.0,6.0,40.0,23.0,32.0,58.0,24.0,43.0,9.0,32.0,38.0,8.0,33.0,26.0,0.0,28.0,35.0,21.0,24.0,0.0,36.0,31.0,37.0,51.0,54.0,53.0,26.0,51.0,26.0,0.0,7.0,32.0,36.0,9.0,88.0,12.0,15.0,7.0,31.0,61.0,53.0,9.0,6.0,41.0,35.0,65.0,9.0,25.0,82.0,39.0,24.0,73.0,12.0,25.0,54.0,12.0,31.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
662760.0,0.0,0.0,33.0,42.0,48.0,43.0,36.0,0.0,45.0,21.0,59.0,61.0,51.0,42.0,23.0,25.0,35.0,9.0,39.0,59.0,0.0,62.0,33.0,70.0,63.0,6.0,45.0,60.0,62.0,74.0,54.0,56.0,41.0,42.0,54.0,0.0,9.0,63.0,69.0,14.0,81.0,36.0,16.0,6.0,62.0,58.0,59.0,13.0,6.0,38.0,34.0,77.0,14.0,20.0,80.0,36.0,36.0,86.0,18.0,17.0,57.0,11.0,29.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
188453.0,43.0,0.0,72.0,53.0,60.0,57.0,78.0,0.0,59.0,29.0,70.0,69.0,58.0,50.0,41.0,38.0,51.0,62.0,48.0,66.0,0.0,68.0,41.0,69.0,86.0,10.0,53.0,54.0,77.0,74.0,68.0,71.0,76.0,44.0,69.0,0.0,14.0,71.0,71.0,15.0,81.0,49.0,17.0,10.0,64.0,66.0,59.0,16.0,9.0,53.0,80.0,77.0,16.0,24.0,91.0,48.0,38.0,77.0,18.0,23.0,58.0,16.0,26.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
510183.0,0.0,0.0,45.0,59.0,62.0,63.0,47.0,4.0,73.0,30.0,69.0,66.0,49.0,63.0,94.0,39.0,59.0,39.0,47.0,71.0,8.0,68.0,39.0,78.0,77.0,12.0,55.0,59.0,79.0,37.0,66.0,73.0,42.0,0.0,63.0,0.0,11.0,82.0,66.0,17.0,76.0,60.0,15.0,0.0,73.0,58.0,59.0,0.0,13.0,47.0,61.0,62.0,15.0,22.0,93.0,48.0,53.0,45.0,19.0,27.0,54.0,10.0,25.0,0.0,33.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
616143.0,0.0,0.0,37.0,6.0,62.0,56.0,52.0,32.0,77.0,32.0,28.0,69.0,36.0,65.0,0.0,44.0,48.0,40.0,14.0,22.0,7.0,19.0,45.0,0.0,28.0,8.0,21.0,32.0,37.0,26.0,71.0,72.0,61.0,0.0,13.0,0.0,17.0,21.0,0.0,5.0,5.0,0.0,23.0,0.0,27.0,64.0,89.0,7.0,14.0,50.0,72.0,47.0,5.0,20.0,97.0,43.0,0.0,38.0,9.0,14.0,55.0,17.0,44.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
829406.0,0.0,73.0,47.0,12.0,24.0,26.0,53.0,48.0,25.0,13.0,25.0,39.0,23.0,20.0,0.0,17.0,22.0,35.0,36.0,19.0,59.0,18.0,20.0,22.0,23.0,0.0,42.0,27.0,39.0,35.0,39.0,30.0,67.0,0.0,11.0,0.0,0.0,22.0,12.0,4.0,8.0,0.0,29.0,0.0,30.0,37.0,77.0,8.0,2.0,35.0,55.0,53.0,5.0,12.0,44.0,30.0,20.0,60.0,12.0,11.0,51.0,15.0,39.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
393909.0,0.0,16.0,44.0,11.0,47.0,53.0,59.0,9.0,49.0,28.0,29.0,60.0,30.0,46.0,0.0,36.0,41.0,37.0,40.0,21.0,15.0,26.0,35.0,16.0,28.0,9.0,45.0,31.0,46.0,32.0,64.0,55.0,57.0,0.0,23.0,0.0,12.0,26.0,9.0,6.0,14.0,15.0,32.0,0.0,34.0,81.0,81.0,9.0,8.0,51.0,51.0,51.0,6.0,17.0,80.0,44.0,30.0,43.0,10.0,25.0,56.0,27.0,36.0,0.0,28.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,23.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
393646.0,0.0,0.0,36.0,20.0,57.0,57.0,45.0,6.0,54.0,34.0,37.0,71.0,25.0,60.0,0.0,59.0,43.0,23.0,45.0,24.0,12.0,31.0,42.0,18.0,29.0,10.0,46.0,36.0,56.0,36.0,67.0,64.0,42.0,13.0,29.0,0.0,18.0,24.0,8.0,5.0,17.0,0.0,7.0,9.0,44.0,67.0,77.0,8.0,12.0,55.0,54.0,58.0,5.0,18.0,75.0,54.0,34.0,51.0,11.0,22.0,50.0,19.0,38.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,29.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
408814.0,0.0,0.0,33.0,23.0,63.0,78.0,41.0,14.0,59.0,35.0,39.0,73.0,42.0,64.0,0.0,56.0,41.0,18.0,71.0,27.0,14.0,32.0,40.0,17.0,32.0,10.0,77.0,29.0,52.0,36.0,72.0,62.0,40.0,11.0,31.0,0.0,15.0,27.0,21.0,6.0,38.0,0.0,6.0,0.0,42.0,87.0,73.0,7.0,15.0,59.0,47.0,56.0,6.0,20.0,75.0,50.0,33.0,46.0,12.0,26.0,46.0,20.0,24.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
444438.0,0.0,0.0,42.0,32.0,39.0,62.0,44.0,0.0,63.0,34.0,48.0,50.0,31.0,51.0,0.0,51.0,69.0,20.0,47.0,31.0,0.0,41.0,59.0,30.0,35.0,0.0,55.0,33.0,53.0,37.0,67.0,49.0,44.0,21.0,55.0,0.0,0.0,29.0,34.0,6.0,55.0,0.0,8.0,0.0,50.0,79.0,67.0,6.0,0.0,33.0,56.0,54.0,7.0,29.0,75.0,60.0,38.0,64.0,12.0,51.0,53.0,13.0,19.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
431151.0,0.0,0.0,49.0,31.0,44.0,54.0,44.0,0.0,41.0,29.0,44.0,51.0,31.0,48.0,41.0,31.0,47.0,16.0,41.0,30.0,0.0,32.0,47.0,24.0,33.0,0.0,52.0,29.0,49.0,49.0,54.0,49.0,41.0,29.0,49.0,0.0,7.0,32.0,41.0,6.0,55.0,0.0,10.0,10.0,44.0,48.0,63.0,12.0,0.0,42.0,42.0,71.0,6.0,26.0,70.0,49.0,42.0,70.0,11.0,42.0,56.0,16.0,16.0,0.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
434775.0,0.0,0.0,44.0,40.0,53.0,53.0,47.0,0.0,51.0,33.0,58.0,69.0,40.0,56.0,38.0,39.0,57.0,14.0,49.0,40.0,0.0,55.0,51.0,45.0,41.0,9.0,52.0,37.0,63.0,55.0,61.0,54.0,36.0,28.0,69.0,0.0,7.0,38.0,60.0,7.0,68.0,0.0,10.0,5.0,56.0,40.0,66.0,14.0,11.0,41.0,43.0,73.0,8.0,23.0,65.0,44.0,62.0,68.0,12.0,36.0,58.0,19.0,21.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
409430.0,0.0,0.0,23.0,33.0,55.0,61.0,29.0,0.0,58.0,32.0,68.0,63.0,47.0,62.0,45.0,42.0,60.0,8.0,45.0,51.0,0.0,59.0,47.0,58.0,42.0,7.0,45.0,37.0,74.0,78.0,49.0,70.0,26.0,48.0,93.0,0.0,13.0,45.0,79.0,8.0,63.0,24.0,11.0,9.0,74.0,58.0,63.0,14.0,11.0,36.0,17.0,79.0,9.0,22.0,78.0,45.0,30.0,67.0,13.0,57.0,96.0,9.0,20.0,0.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
467511.0,0.0,0.0,39.0,37.0,51.0,58.0,42.0,0.0,41.0,27.0,66.0,66.0,61.0,48.0,52.0,37.0,43.0,9.0,36.0,53.0,0.0,63.0,44.0,58.0,50.0,12.0,40.0,39.0,70.0,37.0,47.0,55.0,37.0,54.0,87.0,23.0,9.0,50.0,91.0,8.0,74.0,20.0,13.0,0.0,69.0,49.0,64.0,4.0,10.0,37.0,31.0,40.0,10.0,23.0,71.0,38.0,28.0,42.0,14.0,26.0,61.0,7.0,20.0,0.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
523395.0,0.0,0.0,37.0,27.0,51.0,43.0,36.0,0.0,42.0,26.0,35.0,75.0,25.0,57.0,19.0,35.0,40.0,7.0,39.0,27.0,0.0,29.0,30.0,24.0,26.0,9.0,39.0,25.0,32.0,52.0,46.0,61.0,30.0,45.0,23.0,0.0,12.0,30.0,42.0,10.0,76.0,19.0,14.0,4.0,28.0,63.0,46.0,12.0,11.0,33.0,28.0,62.0,10.0,25.0,63.0,41.0,21.0,60.0,13.0,29.0,54.0,17.0,31.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
535809.0,0.0,0.0,38.0,42.0,58.0,43.0,39.0,6.0,55.0,26.0,66.0,60.0,60.0,51.0,39.0,34.0,40.0,10.0,43.0,56.0,0.0,76.0,35.0,65.0,57.0,12.0,45.0,44.0,59.0,62.0,50.0,64.0,42.0,47.0,57.0,0.0,11.0,56.0,77.0,13.0,80.0,38.0,16.0,5.0,60.0,61.0,58.0,19.0,9.0,40.0,26.0,68.0,14.0,23.0,65.0,33.0,43.0,68.0,17.0,0.0,60.0,0.0,34.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142806.0,49.0,0.0,62.0,50.0,60.0,53.0,68.0,6.0,69.0,31.0,66.0,71.0,52.0,63.0,62.0,45.0,47.0,55.0,63.0,65.0,8.0,68.0,39.0,71.0,73.0,16.0,55.0,62.0,72.0,68.0,60.0,78.0,66.0,48.0,63.0,0.0,18.0,70.0,66.0,16.0,78.0,45.0,17.0,15.0,62.0,62.0,57.0,19.0,14.0,40.0,72.0,81.0,16.0,22.0,72.0,39.0,55.0,83.0,19.0,30.0,60.0,12.0,30.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
475089.0,0.0,0.0,53.0,62.0,66.0,53.0,48.0,5.0,74.0,36.0,75.0,68.0,57.0,67.0,78.0,45.0,58.0,48.0,56.0,73.0,6.0,71.0,36.0,71.0,86.0,9.0,69.0,53.0,76.0,36.0,65.0,82.0,42.0,0.0,60.0,17.0,16.0,79.0,66.0,17.0,76.0,54.0,14.0,0.0,72.0,62.0,57.0,9.0,15.0,44.0,63.0,58.0,15.0,24.0,76.0,38.0,65.0,46.0,19.0,28.0,48.0,21.0,31.0,0.0,21.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
