date,timestamp,values,keyword,scraped_at
Jan 2010,1262304000,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Feb 2010,1264982400,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Mar 2010,1267401600,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Apr 2010,1270080000,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
May 2010,1272672000,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Jun 2010,1275350400,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Jul 2010,1277942400,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Aug 2010,1280620800,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Sep 2010,1283299200,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Oct 2010,1285891200,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Nov 2010,1288569600,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Dec 2010,1291161600,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
Jan 2011,1293840000,"[{'query': 'bls morocco visa', 'value': '0', 'extracted_value': 0}]",bls morocco visa,2025-10-07T23:46:02.288799
