date,TES,marrakech_lag_1,is_pandemic,review_count,NSI
2021-09-01,142806.0,42.0,1.0,2743.019178082192,0.7753013698630137
2021-10-01,248642.0,42.0,1.0,2711.0,0.777
2021-11-01,178544.0,50.0,1.0,2467.5868263473053,0.7970299401197605
2021-12-01,3718.0,43.0,1.0,2216.059880239521,0.8177275449101796
2022-01-01,2774.0,33.0,1.0,1972.6467065868264,0.8377574850299402
2022-02-01,120051.0,39.0,1.0,1721.1197604790418,0.8584550898203593
2022-03-01,241920.0,55.0,1.0,1469.5928143712576,0.8791526946107785
2022-04-01,343246.0,66.0,1.0,1242.4071856287426,0.8978473053892215
2022-05-01,436416.0,64.0,1.0,990.8802395209582,0.9185449101796407
2022-06-01,520182.0,70.0,1.0,747.4670658682635,0.9385748502994011
2022-07-01,689139.0,65.0,1.0,495.9401197604793,0.9592724550898204
2022-08-01,510183.0,75.0,1.0,252.52694610778462,0.9793023952095808
2022-09-01,475089.0,73.0,1.0,1.0,1.0
2022-10-01,636775.0,69.0,0.0,6090.0,0.757
2022-11-01,494013.0,68.0,0.0,4.0,1.0
2022-12-01,594992.0,63.0,0.0,1.0,1.0
2023-01-01,444408.0,69.0,0.0,2.0,0.5
2023-02-01,541643.0,77.0,0.0,1.0,1.0
2023-03-01,597667.0,77.0,0.0,6.0,1.0
2023-04-01,654928.0,70.0,0.0,5.52542372881356,0.9050847457627119
2023-05-01,630077.0,76.0,0.0,5.0,0.8
2023-06-01,598308.0,73.0,0.0,7.0,0.857
2023-07-01,752207.0,66.0,0.0,4.0,1.0
2023-08-01,616143.0,75.0,0.0,7.0,1.0
2023-09-01,500010.0,82.0,0.0,22.0,0.773
2023-10-01,651793.0,96.0,0.0,11037.0,0.776
2023-11-01,526626.0,67.0,0.0,15.0,0.8
2023-12-01,636217.0,62.0,0.0,10.0,1.0
2024-01-01,494208.0,69.0,0.0,4.0,1.0
2024-02-01,642733.0,78.0,0.0,10.0,0.9
2024-03-01,691026.0,82.0,0.0,16.0,0.938
2024-04-01,754100.0,84.0,0.0,10.0,0.9
2024-05-01,767212.0,100.0,0.0,14.0,1.0
2024-06-01,683375.0,81.0,0.0,27.0,0.963
2024-07-01,860187.0,74.0,0.0,15.0,0.933
2024-08-01,829406.0,79.0,0.0,33.0,0.727
2024-09-01,699434.0,85.0,0.0,78.0,0.897
2024-10-01,871449.0,81.0,0.0,16979.0,0.793
2024-11-01,720467.0,87.0,0.0,1953.0,0.793
2024-12-01,784192.0,82.0,0.0,2183.0,0.827
2025-01-01,624848.0,78.0,0.0,1689.0,0.822
2025-02-01,761377.0,84.0,0.0,1975.0,0.797
2025-03-01,768739.0,84.0,0.0,2086.0,0.822
2025-04-01,966724.0,83.0,0.0,2513.0,0.844
